,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-class
24304,31,2,202450,11,9,2,6,0,4,0,0,1573,40,0,0
24305,32,2,168138,7,12,0,11,1,4,0,2597,0,48,0,0
24306,51,2,159755,9,13,2,3,0,4,0,7688,0,40,0,1
24307,42,2,191765,11,9,4,0,2,2,1,0,2339,40,33,0
24309,31,2,340880,14,15,2,9,0,4,0,0,0,60,0,1
24310,43,4,113211,11,9,2,3,5,4,1,0,0,40,0,0
24311,42,2,134509,15,10,4,13,4,2,1,0,0,40,0,0
24312,20,5,147280,11,9,4,7,2,3,0,0,0,40,0,0
24313,40,2,145441,9,13,2,9,0,4,0,0,0,40,0,1
24314,65,2,398001,11,9,6,0,1,4,1,0,0,20,0,0
24315,53,2,31588,9,13,2,9,0,4,0,0,0,52,0,1
24316,56,2,189975,15,10,2,2,0,4,0,0,1902,60,0,1
24317,51,5,231495,10,16,2,3,0,4,0,7688,0,55,0,1
24319,44,2,186916,12,14,2,3,0,4,0,0,0,50,0,1
24320,49,3,213140,11,9,2,3,0,4,0,0,1902,60,0,1
24321,47,2,176893,11,9,0,2,1,2,0,8614,0,44,0,1
24322,22,2,115244,7,12,2,9,5,4,1,0,0,40,0,0
24323,53,2,313243,15,10,5,2,1,4,0,0,2444,45,0,1
24324,41,1,169995,15,10,0,10,1,4,0,0,0,20,0,0
24325,19,2,198459,11,9,4,0,3,4,0,0,2001,40,0,0
24326,27,1,66824,9,13,4,9,1,0,1,3325,0,43,0,0
24327,48,4,52240,8,11,2,3,5,4,1,0,0,25,0,1
24328,52,2,35305,5,4,4,7,3,4,1,0,0,7,0,0
24329,61,5,186451,14,15,2,9,0,4,0,0,1902,40,0,1
24330,45,4,160724,9,13,2,3,0,1,0,0,0,45,26,1
24331,29,2,210464,6,5,2,6,0,4,0,0,0,40,0,0
24332,41,2,207685,15,10,0,7,1,4,0,0,0,21,0,0
24333,38,2,233717,15,10,0,3,4,2,0,0,0,60,0,0
24334,32,2,222205,15,10,2,9,5,4,1,0,0,40,0,1
24335,37,2,167613,11,9,2,7,0,4,0,0,0,40,0,0
24336,55,2,148773,0,6,2,6,0,4,0,0,0,40,0,0
24337,62,1,68268,11,9,2,13,0,4,0,0,0,40,0,0
24338,48,2,174533,11,9,2,6,0,4,0,0,0,40,0,0
24339,43,2,273230,15,10,2,3,0,4,0,0,0,50,0,1
24340,25,2,187502,11,9,4,11,3,2,0,0,0,24,0,0
24341,47,2,209320,11,9,5,7,1,4,1,0,0,40,0,0
24342,49,4,56841,9,13,2,4,0,4,0,0,0,70,0,0
24343,55,2,254627,11,9,2,7,0,4,0,0,0,40,0,0
24344,42,2,42703,11,9,0,0,4,4,1,0,0,40,0,0
24345,40,2,374137,11,9,0,0,3,4,0,0,0,40,0,0
24346,34,2,196385,8,11,2,3,0,4,0,0,0,40,0,0
24347,38,2,192930,11,9,5,11,4,4,1,0,0,10,0,0
24348,39,2,99527,11,9,2,2,0,4,0,0,0,40,0,1
24349,45,2,185437,7,12,0,2,1,4,1,0,0,55,0,0
24350,43,2,247162,7,12,4,11,3,4,0,0,0,40,0,0
24351,32,0,131534,11,9,4,3,1,2,1,0,0,40,0,0
24352,18,2,184693,15,10,4,7,3,4,1,0,0,20,4,0
24353,27,2,704108,12,14,4,9,1,4,0,0,0,40,0,0
24354,57,2,220262,7,12,0,12,1,4,1,0,0,40,0,0
24355,38,2,95654,11,9,2,0,5,4,1,0,0,60,0,0
24356,67,2,89346,9,13,2,9,0,4,0,0,0,40,0,1
24357,26,2,94392,1,7,5,7,4,4,1,0,0,20,0,0
24358,21,2,334113,11,9,4,6,3,4,0,0,0,40,0,0
24359,17,2,32763,0,6,4,7,3,4,0,0,0,15,0,0
24360,31,2,136651,11,9,2,2,0,4,0,0,0,40,4,0
24361,51,4,240236,7,12,5,11,1,2,0,0,0,30,0,0
24362,29,2,53271,9,13,2,3,0,4,0,0,0,40,0,1
24363,28,2,31493,9,13,4,2,3,4,0,0,0,40,0,1
24364,32,2,195891,7,12,2,9,0,4,0,0,0,45,0,1
24365,31,1,209103,15,10,2,10,0,4,0,3464,0,45,0,0
24366,26,2,211424,15,10,2,5,0,4,0,0,0,40,0,1
24367,28,1,84657,9,13,0,9,1,4,1,0,0,40,0,0
24368,40,2,151408,12,14,4,9,1,4,1,0,0,40,0,0
24369,51,2,106819,5,4,4,5,3,4,0,0,0,19,0,0
24370,62,2,132917,15,10,2,13,0,2,0,0,0,20,0,0
24371,54,2,146834,0,6,2,6,0,4,0,0,0,60,0,0
24372,55,2,164332,11,9,5,7,1,4,1,0,0,16,0,0
24373,24,2,30656,11,9,4,5,1,4,0,0,0,20,0,0
24374,27,2,113501,12,14,4,0,3,4,0,0,0,45,0,0
24375,18,2,165316,11,9,4,13,3,4,0,0,0,30,0,0
24376,22,2,233955,9,13,4,9,1,0,1,14344,0,40,0,1
24377,21,2,126613,11,9,4,11,1,4,1,0,0,40,0,0
24378,44,4,361280,15,10,2,11,0,1,0,0,0,80,11,1
24380,38,2,165472,9,13,2,9,0,4,0,0,0,40,0,1
24381,39,2,99452,9,13,2,9,0,4,0,0,0,50,0,1
24382,27,2,84977,11,9,2,2,0,4,0,0,0,40,0,0
24383,35,2,240458,1,7,0,2,1,2,0,0,0,40,0,0
24384,51,2,230858,15,10,2,2,0,4,0,0,1977,60,0,1
24385,60,2,123218,15,10,2,7,0,4,0,0,0,40,0,0
24387,38,2,115289,11,9,2,6,0,4,0,0,0,40,0,0
24388,37,2,373895,15,10,5,5,1,2,0,0,0,35,0,0
24389,43,2,152617,15,10,0,0,3,4,1,0,0,40,0,0
24390,49,5,72619,15,10,0,0,4,4,1,0,0,50,0,0
24391,17,2,41865,0,6,4,7,3,4,1,0,0,25,0,0
24392,32,2,190228,11,9,4,7,1,4,0,0,0,60,0,0
24393,23,2,193090,9,13,4,9,1,4,1,0,0,38,0,0
24394,28,2,138692,9,13,2,9,0,4,0,0,1887,40,0,1
24395,83,3,153183,9,13,2,3,0,4,0,0,2392,55,0,1
24396,25,2,181896,9,13,4,0,3,4,1,0,0,40,0,0
24397,42,2,268183,9,13,2,3,0,4,0,0,1485,60,0,0
24398,46,1,213668,1,7,4,7,1,4,0,0,0,40,0,0
24399,29,2,99369,9,13,4,9,1,3,1,0,0,50,0,0
24400,44,2,104196,12,14,2,3,0,4,0,0,0,45,0,1
24401,60,4,176839,14,15,2,11,0,4,0,0,0,45,0,1
24402,30,1,99502,8,11,0,10,4,0,1,0,0,40,0,0
24403,24,2,183410,15,10,4,11,3,4,1,0,0,17,0,0
24404,17,2,25690,0,6,4,7,3,4,1,0,0,10,0,0
24406,31,2,188961,7,12,4,12,3,4,1,0,0,40,0,0
24407,52,2,114971,15,10,2,2,0,4,0,0,0,40,0,1
24408,39,2,121468,9,13,4,3,3,1,1,0,0,35,0,0
24409,73,3,191540,9,13,2,11,0,4,0,0,0,50,0,1
24410,38,2,146398,11,9,4,7,4,2,1,0,0,24,0,0
24411,48,2,193553,11,9,0,7,1,2,1,0,0,20,0,0
24412,60,2,121127,0,6,6,11,1,4,1,0,0,40,0,0
24413,26,2,389856,11,9,4,13,1,4,0,0,0,40,0,0
24414,20,2,290504,11,9,4,7,2,4,0,0,0,40,0,0
24415,54,5,137065,10,16,4,3,1,4,1,0,0,40,0,1
24416,50,1,212685,11,9,2,7,0,2,0,0,0,40,0,0
24417,20,2,71475,15,10,4,0,3,4,1,0,0,40,0,0
24418,23,2,111450,15,10,4,0,2,2,0,0,0,22,0,0
24419,35,2,225860,8,11,2,2,0,4,0,0,0,40,0,1
24420,43,2,129853,0,6,4,6,1,2,0,0,0,40,0,0
24421,50,2,99925,11,9,2,0,0,4,0,0,0,32,0,0
24422,58,2,227800,3,2,5,4,1,2,0,0,0,50,0,0
24423,55,5,111130,7,12,0,0,3,1,0,0,0,40,0,0
24424,29,2,100764,9,13,2,3,0,4,0,0,0,45,0,1
24425,47,2,275095,15,10,0,6,1,4,1,0,0,40,0,0
24426,39,2,147500,11,9,2,9,5,2,1,0,0,40,0,0
24427,63,1,150079,11,9,2,0,5,4,1,0,0,35,0,1
24428,27,2,140863,11,9,4,13,1,4,0,0,0,60,0,0
24430,38,2,193372,15,10,4,3,3,4,1,0,0,40,0,0
24431,25,2,196771,11,9,4,5,1,4,0,0,0,65,0,0
24432,31,2,231826,11,9,2,7,0,4,0,0,0,52,4,0
24433,40,0,196456,15,10,4,0,3,4,1,0,0,40,0,0
24434,42,2,34037,10,16,4,9,1,4,0,0,0,50,0,0
24435,52,2,174964,11,9,2,11,0,4,0,0,0,40,0,1
24436,46,2,91608,9,13,2,0,0,4,0,0,0,40,0,1
24437,31,2,403468,15,10,5,7,4,4,1,0,0,50,4,0
24438,33,2,112900,11,9,0,7,4,4,1,0,0,40,0,0
24439,58,2,242670,11,9,4,0,4,4,1,0,0,40,0,0
24440,52,1,187830,11,9,0,12,4,4,0,4934,0,36,0,1
24441,25,4,368115,9,13,4,3,1,4,0,13550,0,35,0,1
24442,54,2,343242,9,13,2,11,0,4,0,0,0,40,0,1
24443,46,2,113390,12,14,2,0,0,4,0,0,1740,60,0,0
24444,28,2,200733,11,9,2,2,0,4,0,0,0,40,0,0
24445,24,4,236769,5,4,2,2,0,4,0,0,0,40,0,0
24446,39,2,22494,9,13,4,3,1,4,1,0,0,40,0,0
24447,60,0,129379,15,10,2,12,0,4,0,0,0,40,0,0
24448,22,2,239098,11,9,4,7,4,4,1,0,0,40,0,0
24449,27,2,167501,9,13,4,3,3,4,1,0,0,40,0,0
24450,35,2,77146,9,13,2,11,0,4,0,0,0,45,0,1
24451,47,2,82797,9,13,2,9,0,4,0,0,0,50,0,0
24452,33,4,134886,9,13,2,9,5,4,1,0,0,50,0,1
24453,40,3,218558,9,13,2,3,0,4,0,0,0,45,0,1
24454,38,2,207568,9,13,2,3,0,4,0,5178,0,40,0,1
24455,26,2,196899,7,12,5,2,1,3,1,0,0,40,0,0
24456,54,4,200960,9,13,2,11,0,4,0,0,0,50,0,1
24458,60,2,232337,5,4,0,6,1,4,0,0,0,40,0,0
24459,32,2,98656,12,14,4,3,1,4,1,0,0,40,0,0
24460,19,5,194260,15,10,4,0,3,4,1,0,0,15,0,0
24462,31,2,234976,1,7,4,0,4,4,1,0,0,48,0,0
24463,29,2,349116,11,9,5,11,4,4,1,0,0,25,0,0
24464,39,2,175390,11,9,4,11,4,2,1,0,0,40,0,0
24466,26,2,214637,11,9,0,7,4,4,1,0,0,35,0,0
24467,27,2,185127,8,11,4,3,3,4,0,0,0,40,0,0
24468,52,2,98752,6,5,6,0,4,4,1,0,0,40,0,0
24469,50,1,218382,15,10,0,7,4,2,1,0,0,40,0,0
24470,51,2,153486,11,9,2,6,0,4,0,0,0,45,0,1
24471,51,0,174102,11,9,2,0,0,4,0,0,0,40,0,1
24472,40,2,137142,11,9,2,11,0,4,0,0,0,40,0,1
24473,61,2,241013,5,4,6,4,1,2,0,0,0,40,0,0
24474,35,2,267798,11,9,0,2,4,4,0,0,0,40,0,0
24476,31,2,263561,12,14,2,3,0,4,0,0,0,40,0,1
24477,43,2,113324,11,9,2,2,0,4,0,0,1902,40,0,1
24478,20,2,39764,11,9,4,5,3,4,0,0,0,40,0,0
24479,35,2,172186,15,10,5,2,1,4,0,0,0,40,0,0
24480,30,2,460408,15,10,2,11,0,4,0,0,1672,45,0,0
24481,42,4,185129,14,15,2,9,0,4,0,0,1887,40,0,1
24482,51,2,61270,11,9,2,5,0,4,0,0,0,40,0,1
24483,39,3,124685,12,14,0,3,1,1,0,0,0,99,28,1
24484,69,4,76968,6,5,2,4,0,4,0,0,0,25,0,0
24486,29,0,37933,15,10,4,0,4,2,1,2174,0,40,0,0
24487,21,2,38772,15,10,4,11,3,4,0,0,0,20,0,0
24488,24,2,172496,9,13,4,12,1,4,0,0,0,55,0,0
24489,55,2,306164,11,9,2,7,0,2,0,0,0,40,0,0
24490,42,4,33795,11,9,2,2,0,4,0,0,0,45,0,0
24491,48,2,47686,1,7,2,7,5,4,1,0,0,40,0,0
24492,31,2,193132,9,13,4,12,1,4,1,0,0,42,0,0
24493,52,2,400004,8,11,2,3,0,4,0,0,0,40,0,1
24494,30,2,101283,15,10,4,7,1,4,1,0,0,40,0,0
24495,29,2,192384,11,9,4,2,1,4,0,0,0,40,0,0
24496,32,2,113838,15,10,2,5,0,4,0,0,0,40,0,0
24497,47,2,278322,15,10,2,9,0,4,0,7688,0,40,0,1
24498,56,2,199713,6,5,2,2,0,4,0,0,0,40,0,0
24499,40,2,236021,15,10,2,13,0,4,0,0,0,40,0,0
24500,20,2,138938,15,10,4,9,3,4,1,0,0,10,0,0
24501,36,2,126946,15,10,5,2,1,4,0,0,0,40,0,0
24502,45,2,44791,9,13,4,9,1,4,0,0,0,40,0,0
24503,38,2,31964,6,5,2,0,0,4,0,0,0,40,0,0
24504,60,5,352156,14,15,2,9,0,4,0,0,0,40,0,1
24505,70,4,205860,12,14,2,3,0,2,0,0,0,40,0,0
24506,21,2,113106,15,10,4,7,3,4,1,0,0,30,0,0
24507,57,2,89182,11,9,6,0,1,4,1,0,0,40,0,0
24508,33,2,250782,11,9,2,6,0,4,0,0,0,48,0,0
24509,37,2,193855,11,9,2,2,0,4,0,0,1902,50,0,0
24510,50,4,132716,14,15,2,3,0,4,0,99999,0,50,0,1
24511,68,2,218637,15,10,2,11,0,4,0,0,2377,55,0,1
24512,28,2,177955,1,7,2,0,5,4,1,0,0,40,4,0
24513,32,2,198660,15,10,2,2,0,4,0,0,0,40,0,0
24514,30,2,207937,14,15,0,9,1,4,0,10520,0,50,0,1
24515,18,2,168740,1,7,4,5,3,4,0,0,0,30,0,0
24516,45,2,199625,15,10,0,9,4,4,1,0,0,20,0,0
24517,22,2,213902,11,9,4,0,4,4,1,0,0,40,4,0
24518,38,2,208379,9,13,4,6,1,4,1,0,0,8,0,0
24519,37,2,113120,8,11,0,9,1,4,1,0,0,40,0,0
24520,23,2,57827,9,13,4,4,1,4,0,0,0,40,0,0
24521,59,2,515712,5,4,2,2,0,4,0,0,0,40,0,0
24522,48,3,54190,14,15,2,9,0,4,0,15024,0,40,0,1
24523,53,3,134793,15,10,2,3,0,4,0,15024,0,50,0,1
24524,18,2,396270,11,9,4,0,3,4,0,0,0,25,0,0
24525,30,2,231620,9,13,4,11,1,4,1,0,0,40,4,0
24526,50,2,174655,15,10,2,11,0,4,0,0,0,45,0,1
24528,38,4,344480,11,9,2,2,0,4,0,4064,0,40,0,0
24529,48,2,176732,6,5,0,11,1,4,1,0,0,40,0,0
24530,60,2,143932,11,9,2,2,0,4,0,0,0,40,0,0
24531,46,2,551962,11,9,5,5,4,4,1,0,0,50,30,0
24533,39,2,257942,9,13,2,11,0,4,0,0,0,60,0,1
24534,55,1,253062,15,10,2,9,0,4,0,0,0,40,0,1
24535,17,2,193748,1,7,4,11,3,4,0,0,0,15,0,0
24536,46,2,368561,9,13,2,11,0,4,0,0,0,55,0,1
24537,50,2,192964,11,9,0,11,4,4,1,0,0,65,0,0
24538,32,2,217304,9,13,4,10,1,2,0,0,0,30,0,0
24539,18,2,120029,11,9,4,7,3,4,1,0,0,40,0,0
24540,34,2,62124,11,9,5,7,1,2,0,0,0,40,0,0
24541,50,2,94885,9,13,0,9,1,4,0,0,0,45,0,1
24542,32,2,192565,1,7,2,3,0,4,0,0,0,55,0,0
24543,23,1,220912,9,13,4,9,1,2,1,0,0,40,0,0
24544,26,2,184120,9,13,4,9,1,4,0,0,0,50,0,0
24545,46,2,140782,7,12,0,9,1,4,1,0,0,50,0,0
24546,43,3,170785,15,10,2,11,0,4,0,0,0,55,0,0
24547,32,2,90705,11,9,2,13,0,4,0,0,0,60,0,1
24548,37,5,108293,7,12,0,9,4,4,1,0,0,38,0,0
24549,48,2,168283,15,10,2,13,0,4,0,0,0,45,0,1
24550,28,2,339372,9,13,4,0,1,4,0,0,1408,40,0,0
24551,43,2,193672,11,9,2,6,0,4,0,0,0,40,0,0
24552,51,1,143865,0,6,6,7,1,4,1,0,0,24,0,0
24553,30,2,209317,11,9,4,6,1,4,0,0,0,50,21,0
24554,34,5,204461,12,14,2,9,0,4,0,0,0,50,0,1
24555,34,2,137088,11,9,2,2,2,0,0,0,0,40,0,0
24556,41,2,149102,9,13,2,3,0,4,0,0,0,60,0,1
24557,53,2,182855,0,6,0,0,4,4,1,0,0,48,0,0
24558,42,2,572751,13,1,2,2,0,4,0,0,0,40,35,0
24559,18,2,83451,11,9,4,7,3,4,1,0,0,30,0,0
24560,81,2,98116,9,13,6,11,1,4,0,0,0,50,0,1
24561,40,2,119225,8,11,2,9,0,4,0,0,0,40,0,0
24562,26,2,134888,9,13,4,12,3,4,1,0,0,35,0,0
24563,20,2,745817,15,10,4,12,3,4,1,0,0,15,0,0
24564,41,2,88368,11,9,4,11,1,4,1,0,0,50,0,0
24565,49,5,122066,12,14,2,9,0,4,0,0,0,45,0,1
24566,22,2,363219,15,10,4,7,1,4,1,0,0,20,0,0
24567,46,2,84402,9,13,0,9,1,4,0,0,0,45,0,1
24568,56,2,34626,15,10,0,3,1,4,1,0,1980,40,0,0
24569,35,2,150042,11,9,2,3,5,4,1,0,0,40,0,1
24570,34,2,48014,9,13,5,3,1,4,1,0,0,35,0,0
24571,29,1,177398,12,14,2,9,5,4,1,0,0,40,0,1
24573,35,2,422933,9,13,4,7,1,4,0,0,0,37,0,0
24574,29,2,131088,15,10,2,3,0,4,0,0,0,40,0,0
24575,21,2,178255,15,10,4,0,1,4,1,0,0,30,13,0
24576,52,4,129311,15,10,2,3,0,4,0,0,0,95,0,1
24577,45,2,473171,11,9,2,2,0,4,0,0,0,40,0,0
24578,43,2,236985,11,9,2,2,0,2,0,0,0,40,0,0
24581,35,2,207568,0,6,4,7,3,4,0,0,0,40,0,0
24582,30,2,85708,11,9,2,0,0,4,0,0,0,40,0,0
24583,45,2,98765,11,9,4,6,4,4,1,0,0,40,8,0
24584,29,2,192283,15,10,4,7,2,4,1,0,0,20,0,0
24585,29,5,271012,0,6,4,7,3,2,1,0,0,40,0,0
24586,33,2,189265,9,13,4,3,1,4,1,0,0,40,0,0
24587,17,2,321880,0,6,4,7,3,2,0,0,0,15,0,0
24588,52,2,177465,11,9,0,11,4,4,1,0,0,25,0,0
24589,24,2,127647,15,10,5,0,4,4,1,0,0,35,0,0
24590,32,5,119033,11,9,2,13,0,4,0,0,0,40,0,1
24591,40,2,289748,9,13,4,3,1,4,1,4650,0,48,0,0
24593,33,2,284531,9,13,4,11,1,4,1,0,0,40,0,0
24594,30,2,251120,5,4,4,2,1,4,0,0,0,38,0,0
24595,28,2,113870,11,9,4,0,1,4,0,0,0,40,0,0
24596,62,6,170114,7,12,2,4,0,4,0,0,0,50,0,0
24597,46,1,121124,9,13,2,10,0,4,0,15024,0,40,0,1
24598,32,2,328199,8,11,4,12,1,4,1,0,0,64,0,0
24599,26,2,206307,11,9,2,2,0,4,0,0,0,40,0,1
24600,41,3,236021,9,13,2,9,0,4,0,15024,0,40,0,1
24601,57,0,170603,15,10,2,0,0,4,0,0,0,40,0,1
24602,52,2,74275,15,10,2,11,0,4,0,7298,0,45,0,1
24603,35,4,112271,9,13,2,3,0,4,0,0,0,50,0,1
24604,19,2,118306,11,9,4,5,3,4,0,0,0,16,0,0
24605,49,2,126754,9,13,4,3,1,4,0,0,0,45,0,1
24607,38,2,205359,1,7,2,0,5,4,1,0,0,32,0,0
24608,30,2,398662,11,9,4,6,3,4,0,0,0,40,0,0
24609,32,2,202498,1,7,2,5,0,4,0,0,0,40,13,0
24610,32,2,105650,11,9,2,3,5,4,1,0,0,50,0,1
24611,46,2,191204,8,11,4,3,3,4,1,0,0,40,0,0
24612,22,2,56582,11,9,4,4,1,4,0,0,0,50,0,0
24613,47,1,51579,15,10,2,10,0,4,0,0,0,50,0,0
24614,57,4,152030,15,10,2,11,5,4,1,0,0,25,0,1
24615,47,2,227310,15,10,0,0,4,2,1,0,0,40,0,0
24616,41,2,55854,9,13,2,9,0,4,0,0,0,56,0,1
24617,36,1,28996,11,9,2,13,0,4,0,0,0,40,0,0
24618,32,2,160634,9,13,2,4,0,4,0,0,0,60,0,0
24619,37,2,222450,1,7,3,7,2,4,0,0,0,40,22,0
24620,36,3,180419,11,9,2,4,0,4,0,0,0,45,0,0
24621,64,2,116084,11,9,2,2,0,4,0,2635,0,40,0,0
24622,17,2,202521,0,6,4,7,3,4,0,0,0,15,0,0
24623,23,2,186014,15,10,4,0,3,4,1,0,0,15,0,0
24624,40,2,88368,15,10,0,0,4,4,1,914,0,40,0,0
24625,42,5,190044,9,13,2,3,0,4,0,15024,0,50,0,1
24626,37,4,35330,11,9,2,7,0,4,0,0,0,42,0,0
24627,35,0,84848,15,10,4,5,4,4,1,0,0,40,0,0
24628,56,4,176280,11,9,0,7,1,4,0,0,0,50,0,0
24629,52,2,145271,9,13,2,2,0,1,0,0,0,40,0,0
24630,37,1,108320,9,13,2,12,0,4,0,0,0,45,0,1
24631,48,5,106377,10,16,2,9,0,4,0,0,0,65,0,1
24632,24,2,258730,11,9,0,7,3,4,1,0,0,40,28,0
24633,33,2,58305,8,11,2,2,0,4,0,0,0,40,0,0
24634,39,2,341672,8,11,2,12,0,1,0,0,0,40,11,0
24635,34,2,176648,11,9,0,0,1,2,0,0,0,42,0,0
24637,23,2,481175,15,10,4,3,3,3,0,0,0,24,30,0
24638,49,2,187454,11,9,2,11,0,4,0,99999,0,65,0,1
24639,18,2,25837,11,9,4,7,1,4,0,0,0,25,0,0
24640,20,2,385077,2,8,4,6,3,4,0,0,0,40,0,0
24641,54,2,68985,12,14,2,11,0,4,0,0,0,55,0,1
24642,19,2,181572,15,10,4,0,3,4,0,0,0,40,0,0
24643,53,2,23698,11,9,2,2,0,4,0,0,0,46,0,1
24645,28,2,162298,11,9,4,2,3,4,0,0,0,40,0,0
24646,35,2,144608,11,9,2,6,0,4,0,0,0,40,0,0
24647,20,2,250630,15,10,4,11,1,4,1,0,0,20,0,0
24648,31,2,150441,15,10,0,0,1,4,1,0,0,50,0,0
24649,37,2,189251,10,16,5,9,4,4,1,0,0,40,0,0
24650,64,2,260082,2,8,2,2,0,4,0,0,0,40,13,0
24651,42,2,139126,15,10,2,12,0,4,0,0,0,40,0,1
24652,27,2,50132,15,10,0,11,1,4,0,0,0,50,0,0
24653,36,4,167691,15,10,4,7,4,4,1,0,0,50,0,0
24654,36,2,77820,15,10,2,2,0,4,0,0,0,40,0,1
24655,23,2,156513,11,9,4,5,3,2,0,0,0,40,0,0
24656,46,2,248059,11,9,2,2,0,4,0,3464,0,40,0,0
24657,24,2,283092,1,7,4,2,1,2,0,0,0,35,2,0
24658,22,2,175883,11,9,4,0,3,4,1,0,0,40,0,0
24659,62,2,232308,9,13,2,3,0,4,0,0,0,40,0,1
24660,19,2,269991,11,9,4,7,3,4,0,0,0,40,5,0
24661,20,2,305446,11,9,4,7,3,4,0,0,0,30,0,0
24663,57,2,78707,11,9,4,0,3,4,1,0,0,40,0,0
24664,19,2,351802,11,9,4,6,3,4,0,0,0,35,0,0
24665,37,1,196529,12,14,2,9,5,4,1,0,0,45,0,1
24666,35,3,175769,11,9,2,11,0,4,0,0,0,65,0,1
24667,17,2,153021,2,8,4,11,3,4,1,0,0,20,0,0
24668,36,1,331902,15,10,0,0,4,4,1,0,0,35,0,0
24669,50,2,279461,15,10,2,13,0,4,0,0,0,40,0,1
24670,35,2,145704,11,9,2,9,5,4,1,3942,0,35,0,0
24671,27,5,205499,10,16,4,9,1,4,0,0,0,77,0,0
24672,28,2,293926,11,9,2,2,0,4,0,0,1740,30,0,0
24673,29,4,69132,14,15,0,9,1,4,0,99999,0,60,0,1
24674,25,2,113099,11,9,5,2,1,2,0,0,0,40,0,0
24675,47,3,206947,7,12,6,3,1,4,1,0,0,67,0,0
24676,29,5,159782,12,14,2,9,5,4,1,0,0,45,0,1
24677,19,2,410543,11,9,4,0,1,4,1,0,0,40,0,0
24678,49,2,34446,15,10,2,13,0,4,0,0,0,40,0,0
24679,31,2,209101,14,15,2,9,0,4,0,0,0,25,0,1
24680,43,0,95902,7,12,2,9,5,2,1,0,0,40,0,0
24681,56,4,214323,1,7,2,2,0,4,0,0,0,40,0,0
24682,42,2,236323,11,9,0,2,4,4,1,0,0,40,0,0
24683,45,0,201127,15,10,2,9,0,4,0,0,0,56,0,1
24684,40,2,142886,9,13,6,3,4,4,1,0,0,40,0,0
24685,44,2,77313,15,10,0,0,4,4,1,0,0,38,0,0
24687,36,2,187098,11,9,0,0,4,4,1,0,0,40,0,0
24688,19,2,196857,15,10,4,11,3,4,1,0,0,20,0,0
24689,53,1,155314,11,9,2,0,5,4,1,0,0,40,0,1
24690,72,4,203289,15,10,2,2,0,4,0,0,0,35,0,0
24691,46,2,117059,8,11,2,13,0,0,0,0,0,60,0,0
24692,33,2,178587,15,10,5,9,4,4,1,0,0,37,0,0
24693,22,2,82393,6,5,4,5,3,1,0,0,0,40,11,0
24696,46,2,72896,6,5,2,6,0,4,0,0,0,43,0,0
24697,33,2,134886,11,9,4,11,3,4,1,0,0,20,0,0
24698,32,2,223212,13,1,2,6,0,4,0,0,0,40,4,0
24699,52,4,174752,11,9,0,2,1,4,0,0,0,40,0,0
24700,27,2,230563,11,9,4,0,3,4,1,0,0,40,0,0
24701,48,5,353824,11,9,2,10,0,4,0,0,0,72,0,1
24702,22,2,117363,15,10,4,0,1,4,1,0,0,35,0,0
24703,25,2,285367,11,9,0,7,1,4,0,0,0,50,0,0
24705,38,2,198170,8,11,2,11,0,4,0,0,0,40,0,0
24706,37,2,38948,11,9,2,13,0,4,0,0,0,50,0,0
24707,49,2,188515,15,10,0,0,4,4,1,0,0,40,0,0
24708,40,4,177810,9,13,2,2,0,4,0,0,0,30,0,0
24709,48,2,188432,11,9,2,6,0,4,0,3103,0,46,0,1
24710,31,2,178506,15,10,4,0,4,2,1,0,0,40,0,0
24711,40,4,129298,11,9,2,7,0,4,0,0,0,45,0,0
24712,25,2,165315,11,9,0,11,4,4,1,0,0,37,0,0
24713,68,2,117236,9,13,2,3,0,4,0,20051,0,45,0,1
24715,19,2,63434,2,8,4,4,3,4,1,0,0,30,0,0
24716,35,3,140854,11,9,4,13,1,4,0,0,0,60,0,0
24717,28,2,133043,11,9,0,0,4,4,1,0,0,50,0,0
24718,53,2,113176,11,9,0,11,1,4,1,2597,0,40,0,0
24719,33,2,259301,15,10,2,13,0,4,0,0,0,41,0,0
24720,20,2,196643,11,9,4,5,3,4,0,0,0,40,0,0
24721,45,4,364365,9,13,4,11,1,4,1,0,0,35,0,0
24722,36,2,269318,9,13,2,3,0,4,0,0,0,50,0,1
24723,34,2,108454,15,10,2,3,0,4,0,0,0,45,0,0
24724,32,2,171637,15,10,4,0,3,4,1,0,0,40,0,0
24725,19,2,183589,15,10,4,13,3,4,0,0,0,25,0,0
24726,24,2,107801,11,9,4,0,3,4,1,0,0,40,0,0
24727,34,2,179877,15,10,2,6,0,4,0,0,0,40,0,1
24728,32,2,168981,11,9,4,0,2,4,1,0,0,35,0,0
24729,37,2,120590,11,9,2,2,0,4,0,0,0,45,0,1
24730,31,2,310773,15,10,5,11,4,4,1,0,0,40,4,0
24731,21,2,197050,15,10,4,7,3,4,1,0,0,35,0,0
24732,47,2,159726,11,9,2,13,0,4,0,0,0,85,0,1
24733,23,2,210797,15,10,2,2,0,4,0,0,0,40,0,0
24734,33,2,55291,12,14,2,3,0,4,0,0,0,40,0,1
24736,17,2,276718,11,9,4,0,3,4,0,0,0,20,0,0
24737,67,2,336163,11,9,2,5,0,4,0,0,0,24,0,0
24738,57,2,112840,12,14,2,9,0,4,0,0,0,55,0,1
